characteristic,content
C4,with the prototypes finished we are ready to launch but we your help to meet the factory minimums
C7,if you like what you seen please tell your friends and if you would like a seriously badass tent back our project
C10,information
C10,design
C6,goals
C6,goals
C5,partnership
C10,design
C10,design
C10,design
C10,feature
C10,feature
C10,feature
C10,feature
C10,design
C4,test
C10,design
C10,design
C10,design
C10,feature
C10,feature
C10,feature
C8,reward
C8,rewards
C10,design
C4,test
C4,test
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,design
C10,feature
C10,features
C10,features
C2,story
C2,story
C2,story
C2,story
C2,story
C6,timeline
C6,timeline
C2,story
C2,story
C1,why we spend onethird of our lives asleep a critical restorative period that impacts the quality of our days
C2,we invented sleepphones to relieve stress by relaxing to music in bed comfortably
C1,sleeping in traditional headphones is not comfortable
C1,you cannot lay your side with bulky suction cups around your ears and ear buds
C1,they hurt after minutes and give you annoying pain in your ear
C1,both can leave you tangled up in a mess of wires in bed
C10,sleepphones effortless are wireless bluetooth soft and stretchy headphones
C10,all electronic components in the headband are less mm in thickness including the hour battery
C10,that means you can comfortably sleep in bed while wearing sleepphones all night long
C10,sleepphones effortless are super easy to use simply press a button to turn the music
C10,it pairs with your bluetoothenabled phone ie all iphones or android phones and will play all music apps such itunes pandora spotify and the sleepphones sleep music
C10,to increase the volume press the up button
C10,to skip a song double click the up button
C10,to talk the phone the builtin microphone automatically works too
C10,when you run out of music sleepphones automatically goes to standbyenergysaving mode
C1,no to wake up to turn anything off
C10,to charge simply tuck in to the induction charging base
C10,best of all sleepphones is not some theoretical idea
C5,over people already bought and love their sleepphones of surveyed customers would recommend sleepphones
C5,reviews amazon agree
C10,the effortless version will be the th generation of our wireless product and improvements made increased comfort battery life
C10,plus we added a microphone and induction charging
C10,all electronics within the washable hypoallergenic headband are thin and flexible cushioned with a soft silicone case to make listening to music in bed a dream
C10,available colors
C2,we believe that technology should make our lives easier and stressfree
C7,that is why we developed the sleepphones effortless please join us in creating a better world full of happier healthier and wellrested people
C5,sleepphones effortless won a ces innovation award
C5,other awards acousticsheep llc has won its innovations design and business quality
C1,what a good nights sleep sounds like
C10,runphones headphones are the worlds most comfortable headphones running and exercising
C10,the products innovative over the ear design features ultraslim headphones embedded inside of a sporty moisturewicking machinewashable headband
C10,ambient noise filters through the band allowing you to stay in tune with your surroundings
C10,unlike ear buds runphones stay put letting you focus your workout not managing your headphones
C10,runphones shares electronic components with sleepphones but has a lighter weight mesh headband
C10,when unlocked you will receive the same induction charging components the sleepphones effortless but in a runphones headband
C2,a doctor i was getting calls late at night
C2,to back to sleep i wanted to listen to relaxing music
C2,but there were no ear buds comfortable enough to sleep in
C2,we perfected sleepphones over the years and i am excited to present the sleepphones effortless
C2,we invented our own
C7,a great nights sleep is like a dream come true please support us weishin
C2,we a talented team of employees who assist with the companys day to day operations from sales and marketing to fulfillment and customer service
C2,our mission here at acousticsheep is to create a world of happy healthy wellrested people with our comfortable headphones allowing easy sleep and enjoyable exercise
C3,we strive to use local resources leverage technology and be socially and environmentally responsible we manufacture our patented designs
C2,our team of customer service experts will be there to help you with whatever questions or concerns you may
C7,call us at or email serviceacousticsheepcom
C5,hear what others are saying about our customer service
C5,amazing customer service brooke was super friendly and helpful fast in response time
C2,i am really impressed with level of customer service
C7,thank you very much all your help
C5,keep up the great work with sleepphones michael larson
C1,years thousands of happy and rested people worldwide counted sleep phones headphones a good night sleep
C2,back in i struggle with getting enough sleep at night my husband jason suggested i try listening to relaxing music but what i look bed friendly headphones i found bulky headphones and painful ear buds we decided to create our own
C4,we sat down at our kitchen table sewed and soldered a bunch of different prototypes it ended up with the idea of surrounding thin speakers with a fleece headband
C10,sleep phones are comfortable and work me i made to help my patients who are taking addictive sleeping pills
C2,some of them were able to come off of sleeping pills after taking them years
C2,other said that we even save their marriage because they could finally sleep next to their snoring partner
C10,comfortable bluetooth enabled sleep phones wireless are the sleep friendly alternative to bulky headphones and painful earbuds people who trouble sleeping
C3,with a hour playback time in a patented flexible design sleep phones wireless could hardly be improved upon
C10,until introducing sleep phones effortless with induction charging
C2,it is our mission here at coustic sheep to stay ahead of the technology curve our latest innovation is our sleep phones effortless product one a consumer electronics show award and design and engineering
C10,previously to charge sleepphones the bluetooth module is removed from the headband and charge through a micro usb jack
C10,you can simply place sleepphoneeffortless into the base and sharing a fully charged listing solution night after night
C10,sleepphoneeffortless with induction charging comes to you from the highly successful company that brought you the original sleep phones the worlds most beloved sleeping solution invented by a doctor
C10,the latest generation of sleep phones is a step forward from the company whose products featured the today show the dr oz show cnn and
C8,our kickstarter campaign makes it easy you to participate in the next chapter of the sleep phone success story
C8,there are multiple levels of participation to choose from each one with a gift you
C7,it is our way of saying thank you believing in sleep phones
C2,we are lucky to a brilliant team of people having in erie pennsylvania with years of experience shipping and servicing sleep phones customers
C2,we want to make using our products even easier
C7,with your support we can help people like you achiev happy healthy rested lives effortlesly
C10,feature
C10,feature
C10,design
C10,feature
C10,design
C5,review
C10,design
C5,review
C5,partnership
C5,review
C5,review
C5,review
C5,review
C5,review
C8,reward
C8,reward
C6,goal
C6,goal
C10,design
C10,features
C2,team
C2,team
C2,team
C6,timeline
C6,timeline
C10,information
C2,story
C10,information
C1,fashion should function
C2,there we said it
C2,at ziptank we think that whatever you wear has to serve a second or third purpose
C1,most shirts they are shirts
C1,most pants they are pants
C1,most tank tops you the point
C2,that is why we created ziptank the worlds most useful tank top
C10,it is a top you will not be naked and it is bag that you can use anything
C5,featured in
C2,a proud chicago native kaeya felt it was important to create local jobs to bring her idea to life
C2,we hired a team of underserved and previously unemployed seamstresses in the south side of chicago to manufacture our ziptanks
C1,imagine a regular tank top with a durable reliable zipper the bottom
C10,that is ziptank simple right
C2,to us user simplicity is absolute must
C10,the entire experience is smooth and seamless
C3,ziptanks patented zipper design is leakproof and durable
C10,what designs can i
C10,choose from our city series below to rep your home town or come up with your own art and send it over to us
C2,the people behind ziptank
C2,with a strong team of designers and branding experts behind ziptank we got functional fashion and want to bring it to you
C2,cofounder kaeya majmundar shark tank star and serial entrepreneur
C2,strategic partner jermaine dupri hit american record producer and songwriter
C2,brand ambassador roc nation rapper vic mensa
C7,we your help
C2,ziptanks are sweeping the nation and cannot fill our orders fast enough
C7,thanks watching video
C2,i am ka and i a zip tank
C10,at glance it probably looks like a bag but you can take yourself out unzipp the bottom and wear it a tank top
C1,you know how when you stare at something long enough things start to fuzzy
C2,that happen with the plastic bag and it started looking like a tank top to me
C2,then i figured if you slap a zipper at the bottom of a tank top you can turn it into a bag or where it is a shirt
C1,you are probably wondering why you would ever want to do that
C10,one you could use it a laundry bag
C10,gave here a lot of laundry to do but he does not a laundry bag to put it in
C10,he does a zip tank he is putting all of his dirty clothes into the ziptank and then he is going to throw the whole thing straight into the laundry machine
C10,ziptank can come in handy at the gym
C10,wear it in the gym do you work out and then throw your dirty clothes into it and carry with the rest of your day
C3,far i pitched up tank in a couple of business pitch competitions and use the prize money to secure a patent applications manufacturing and develop a solid team
C6,k will go towards developing a solid website stocking up inventory and securing licenses with sports teams music artist festivals and colleges
C2,you are probably thinking that is a whole lot to do in a very little amount of time and it is but i am confident that my experience bringing products to market will come in handy
C2,you may recognize me from the season finale of abc shark tank where i landed a deal my collapsible storage box concept busybox
C2,i learned a lot from that process and i am thrilled to bring you my next innovation
C5,partnership
C10,design
C10,design
C10,design
C10,design
C10,design
C2,story
C2,story
C2,story
C8,rewards
C7,support
C2,hello kickstarters we absolutely love our dogs
C2,pet lovers we are unable to help ourselves from taking tons pictures of them
C1,sometimes you want to grab a shot of their good looking mug and share it with the world
C1,any dog owner will tell you it is difficult to your pet to sit still long enough a picture let alone catch them looking into the camera
C1,a selfie with your dog is nearly impossible task
C2,to help solve these problems i am proud to introduce the pooch selfie
C10,pooch selfie is a smartphone attachment helps pet owners take better pictures and selfies with their dogs
C10,pooch selfie takes advantage of a dogs natural draw and focus to a tennis ball and uses focus to hold their gaze you snap away that perfect portrait picture
C10,turn the attention to your smartphones front facing camera and use pooch selfie to capture the best selfies you will ever take with your pup some extra incentive
C10,simply remove the pooch selfie ball a few squeaks and regain your dogs focus and then place back into the attachment some awesome pics
C10,each pooch selfie comes with a squeaking pooch selfie ball and custom cell phone attachment
C10,pooch selfie is specifically designed to be used with iphones and galaxys however works universally with most smartphones and tablets
C4,after a year of design development and prototyping pooch selfie is ready to go to market
C2,we are prepared to kick off a production tool and submit order mass quantities
C7,is where we your help
C2,we qualified and selected highly reliable manufacturing partners to provide each component of pooch selfie
C2,we feel very confident that our suppliers will deliver quality parts to schedule
C8,following the kickstarter funding period we will kick off tooling with our suppliers and proceed to article inspection and production sample qualification estimated time weeks
C6,once parts passed our review quality assurance we will initiate production orders all components and establish a doc date to our san diego ca warehouse estimated time weeks
C6,when all components are received we will commence with final assembly and packaging and ship out immediately estimated time weeks
C2,what is up kickstarter my name is jason from san diego and we live in a selfie driven world
C1,see every moment and experience we is quickly snapped away our smartphones and cherished until the end of time or until the zombie apocalypse
C1,it seems the only ones that did not the memo about locking these moments away and time is our furry little friends
C1,we long a picture perfect moment with our pets they are too busy looking at squirrels yap squirrels
C2,got me thinking had anybody perfected the art of taking a picture or selfie with your pets that would be a solution to everyday problem of ours i searched and searched to the end of the internet and i found nothing
C2,i sat there looking at my laptop i literally had a face to palm
C2,the answer has sitting in front of me all time and i thought why did not i think of that and then i realized oh yeah i did that happened
C10,introducing the pooch selfie the pooch selfie is a smartphone attachment harnesses your dogs natural draw and focus to a tennis ball and uses its magical powers to help you take better pictures and selfies whith your pet
C10,weather you are taken a picture of your pop or one with furrious friends pooch selfie will help you nabbed those moments with far better results ever before
C2,i created pooch selfie to be simple and effective
C10,it was designed both iphones and androids however works universally with most smartphones and tablets
C10,to install pooch selfie simply slide the plastic component onto your smartphone and place the ball into the class game device
C10,you notice there are clearances both front and rear facing cameras
C10,allows you to toggle between portrait style pics and selfies without having to remove the device
C10,our pets are quite unpredictable and even with the sorcery that these tennis balls hold their interest begins to fade
C10,each pooch selfie comes with a squeaking ball to grab that extra ounce of attention from our pets and put them up additional glamour shots
C10,even incentive not to worry pooch selfies ball disengages from the classic mechanism and you can regain your pups focus with a couple rounds of fetch
C10,is particular useful when you additional time to edit the photos you took to insure one of them has your smile fleek
C7,kickstarter i your help
C2,my design pouch selfie is complete and ready tooling
C6,i am raising funds to kick up manufacturing and bring pouch selfie to market
C2,project has absolute dream me to work and i cannot wait to see how pooch selfie changes the way that we take pictures and selfies with our pups
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C8,rewards
C8,merchandise
C7,missed our kickstarter campaign go here wwwgosondorscom
C7,sondors ebike the worlds most affordable ebike ever check out the upgrade options below
C1,there is only one sondors
C2,the sondors ebike was created surrounding one idea
C10,that electric bike could be affordable while versatile
C10,but above all ebike should be stunning durable and offer exciting riding experience
C10,reintroducing the worlds most affordable versatile electric bike
C10,sondors ebike changed the electric bike marketplace and became the bestselling ebike in a few short months
C10,and it is here to do it again
C10,its powerful watt motor allterrain tires and speeds of up to mph are all available a limited time at unbeatable price
C7,purchase a sondors ebike and become automatic member of sondors owners club
C7,be the to know about all the latest sondors cuttingedge innovative ebike products and gear
C10,access to exclusive pricing available only to members of sondors owners club
C7,enjoy ebike upgrades available club members to purchase upon rollout before they hit the market
C8,all members will choice premium pricing and premier purchase opportunity limitedtime offers and limitedquantity items
C10,specifications
C10,upgrades available
C10,upgrade lightweight aluminum frame
C8,pick the narrower tire or original wide tire reward
C10,are you craving a lighter ride upgrade is you
C10,ebike upgrade is absolute showstopper at a value featuring ultralight highperformance aluminum frame
C10,stunning ebike comes exclusively in white metallic alabaster with either powdercoated color platinum rims and narrow allterrain tires or powdercoated black rims and original wider allterrain tires
C10,upgrade front suspension fork
C8,additional cost simply add to your total when finalizing your pledge amount
C10,enhance your sondors ebike with a highperformance shockabsorbing front suspension fork
C10,take your riding comfort to the next level expect better handling improved cornering capabilities and overall smoother ride at a value
C10,upgrade highercapacity battery
C8,additional cost simply add to your total when finalizing your pledge amount
C10,bonus includes fast charger at no cost all the power half the charge time
C10,swap the original samsung cell lithium ion battery a powerful version
C10,elevate your riding experience with extended range and additional torque
C10,a tremendous buy at a value
C10,new colors
C10,looking a narrower tire
C10,one is you choose from new colors with new narrower tires
C10,color options include
C10,original colors
C2,i was sick at the time and i was crutches and i saw electric bike was a electric bike and i said with all my manufacturing background experience i could really redesign bike and engineer certain aspects of bike in a way where it could become affordable to everyone
C2,that is how it all began
C10,the bikes got thumbs throttle you push down it and you go
C10,you can ride it full electric or use the pedal assist
C10,if you want to give yourself a little bit exercise you ride with pedal assist if you want go pure electric you go pure electric
C10,not needing to pedal all the time and being able to zip along at miles per hour speed
C10,the whole idea that you can ride these long distances pretty effortlessly is amazing aspect of ebike
C10,you can really use it a short pops you know trip to work or to the store or to go to a coffee shop
C10,that is the future you know where people will be conscious and aware of the fact that there is alternative to their vehicles
C2,our previous crowdfunding campaign we had a tremendous success
C2,we raised over six million dollars we sold bikes to countries worldwide
C2,i cannot thank enough our early backers and people who believed in me and in what i was building them it is the most humbling experience ever
C5,and to kind of support from the community is a tremendous honor to experience and i cannot wait to grow that bass with new campaign
C7,is the last run of bikes were going to do if you would like to your hands one please go to campaign page and reserve a bike yourself
C5,review
C10,design
C5,review
C10,design
C10,design
C10,features
C10,design
C10,design
C5,review
C10,design
C5,review
C10,features
C10,features
C10,features
C10,features
C10,features
C10,features
C10,features
C10,features
C10,design
C10,design
C10,design
C10,design
C10,design
C10,design
C10,it is a weekly planner and a course of action
C10,personal development survival guide provides you with stepbystep instructions to nourish your body mind spirit
C1,are you passionate about personal growth following your dreams and leading a purposedriven life
C1,if we you
C1,you practice selfcare attend workshops and read lots of amazing books
C1,but there are only hours in a day figuring out how to implement all of the awesome advice out there is totally overwhelming
C10,the pd planner is here to help
C10,the structure of planner helps you break down your goals turn healthy behaviors into habits and transform your life in a way that is both meaningful and sustainable
C6,goal mapping
C9,setting and achieving goals is artand science
C10,use pd planners stepbystep goal mapping guides and clear structure to achieve your desires
C10,to do lists
C2,we know you got a lot going
C10,pd planner has ample roomand helpful tipsfor organizing your tasks
C10,weekly and monthly calendars
C1,if it is not scheduled it does not happen
C10,track appointments create agenda and plan events with the weekly and monthly layouts
C10,lifestyle practices
C10,guided exercises are expertly organized into simple manageable action steps to foster your personal growth
C10,journaling activities
C10,writing prompts harness your power of introspection to help you gain clarity and focus
C10,empowering language guide
C10,pd planner helps you use the power of language to speak with heart integrity and convey your meaning effectively
C10,confidence building techniques
C10,discover ways to combat selflimiting beliefs and increase selfassurance
C10,kickass coaching
C10,pd planner is loaded with instruction guidance and good ol fashioned cheerleading to stoke the fires of your spirit
C10,pd planner is structured with practices and activities that will help you to love your life in
C1,whether you your sights set getting physically fit cultivating healthier relationships achieving professional success or overcoming selfimposed barriers to your happiness pd planner is you
C10,empowering resource contains beautifully designed weekly and monthly layouts that will help you organize your day week and month
C10,each month focuses one key aspect of healthy living and each week contains a guided personal development exercise that will a profound impact your wellbeing
C10,in addition to the awesome weekly and monthly layouts pd planner is full of instructional extras that will help you feel confident productive and successful
C2,why i created pd planner pearls story
C2,when i was in graduate school my life was a complete mess
C2,although i was immersed in the world of holistic health and natural medicine my personal life was chaotic and overwhelming
C2,mistakes i made em negative selftalk
C2,it was deafening
C2,i struggled with cancer alcoholism and many things in between
C2,it took many years and some major life lessons before i was graced with the desperation i needed to make some huge lifesaving changes
C2,it was critical turning point that led me to dive deep into the world of selfhelp and personal development
C2,i read countless books hired coaches therapists and i went all in
C9,my path to wellness i carefully compiled the most transformative daily practices affirmations and organizational tips gleaned from a wide variety of experts in the field
C2,the pd planner is the story of how i learned to love myself
C10,it is a stepbystep instruction manual of practices that enabled me to grow confident stretch outside of my comfort zone identify and communicate my needs and live in alignment with my values
C2,by cultivating my healing presence i became a better practitioner a better teacher and a better person
C2,work changed my life and i invite you to let it change yours
C2,how pd planner was born
C9,today i teach the art and science of health behavior change a living
C2,i created pd planner a tool students in our practitioner training programs to organized stay top of their goals and catalyze their personal growth
C2,throughout the years i seen these practices transform the lives of countless clients and students
C2,pd planner has such a transformative and popular resource we decided to offer it to the public
C9,after extensive beta testing and research we designed pd planner to meet the needs of anyone seeking balance wellness and a purposedriven life
C7,check out some of the many features
C10,portable size x pd planner is small enough to take everywhere and large enough to map out your biggest dreams
C10,endsleeve pocket use the back pocket to hold keepsakes event tickets notes and
C10,two bookmark ribbons use one ribbon to keep your place and the other to mark a favorite resource ribbons are black and white
C10,vegan leather cover the pd planner cover is sophisticated and durable with the perfect amount of flex
C10,thick premium paper the pages are made of high quality paper to prevent bleed through
C4,we tested our favorite pens paper samples until we found the one that felt and performed the best
C2,lays flat when early versions refused to stay open we went back to the drawing board
C10,your pd planner will lay flat awesome functionality
C10,blank pages contains blank pages you to draw brainstorm and create your next work of genius
C10,black elastic band the band holds your planner tightly closed when you are the move to keep the pages crisp and clean
C10,plus pd planner contains lots of instructional and inspirational extras here are a couple of my favorites
C4,we done our homework our prototypes and our printer is standing by
C2,we are asking your kickstarter preorders to place a bulk purchase
C2,ordering a large volume allows us to make empowering resource availableand affordableto personal development connoisseurs like you
C7,we your support to make happen we dream of a world full of passionate purposedriven people like you who truly care about making a difference
C7,please join us in accelerating movement prioritizing selfcare and making the world a better place in
C7,thank you much your support
C2,from my heart to yours
C10,here is how it works
C10,each week has a suggested affirmation that is really simple and way to tell the universe i am specific about my goals i am specific about how i want to feel
C10,is not a planner it has a course of action each week has a new step that you can take that will be transformative in your life where you will notice positive shifts and you will begin to feel confident feel engaged and great about how you are showing up in the world
C2,i am pearl sites i am the creator of pdplanner
C2,i created pdplanner a way to organize all of the live changing advices that was out there
C2,i know course in personal development works because i worked it
C2,years ago my life was a complete mess
C2,i began to read everything i could my hands in the personal development world
C2,i started trying to take all of the practices at once and found it really was not sustainable me to work many aspects of my life at one time
C2,i was totally overwhelmed i was confused about how to put all of the great advice and tips out there into practice
C10,there are practices in the pd planner to nurse your mind body and spirit
C2,pdplanner has popular with my students and it has such a transformative tool in their lives and my clients lives but i wanted to offer it to the world
C5,what i found most usedul about it is it has a constant reminder to keep in a practice of healing myself
C2,it says instead of using i should use i will i will or i feel inspired to and buy these simple reframing methods you notice like i noticed i become confident
C2,i plan buying four of them and giving them away christmas presents
C10,is where you come in
C2,we want to planner out to the world
C7,please support our project to turn dream into a reality
C2,we want to help people like you achieve your goals build confidence increase productivity and take to the next level
C7,share project social media and we will send you a pdf with the pd planners weekly layout and several practices and activities you can begin crushing it immediately
C10,logo
C10,features
C7,share
C2,story
C10,design
C10,design
C10,features
C10,features
C10,features
C2,story
C10,features
C10,design
C2,story
C8,reward
C8,reward
C8,reward
C8,reward
C8,reward
C8,reward
C8,reward
C8,reward
C6,timeline
C6,timeline
C1,every day
C9,research
C10,smartest
C10,efficient
C10,extremely
C10,simple
C10,how to
C10,smart
C9,science
C9,doctors
C9,science
C1,always
C10,easier
C1,struggling
C1,travelers
C10,ultra portable
C1,never easy
C10,easier
C9,research
C2,realized
C2,it became
C2,learned
C2,team
C5,feedback
C9,doctors
C2,he found
C2,result was
C4,testing
C4,prototypes
C4,prototypes
C2,we are
C6,funds will
C6,funds will
C2,i was
C1,you never
C1,would
C1,how would
C10,naturally
C10,latest
C10,easy
C10,simply
C10,naturally
C10,none of
C2,we want
C9,doctors
C1,imagine
C1,travelers
C1,we created
C2,we
C7,your help
C1,every day
C7,thank you
C7,please support
C9,science
C4,prototypes
C4,testing
C10,portable
C10,affordable
C8,we are
C8,reward
C7,join us
C1,imagine
C1,imagine
C1,imagine
C6,goal
C2,inspired us
C6,vision
C2,we are
C6,vision
C1,imagine
C1,everyday
C5,community
C4,demonstration
C5,community
C8,pledge
C8,rewards
C7,your help
C4,prototype
C4,testing
C2,we are
C6,goal
C8,kickstarter
C2,we decided
C2,we
C6,future designes
C1,imagine
C1,imagine
C1,imagine
C1,imagine
C2,founder
C2,invented
C2,we
C2,we
C10,mobile
C2,we
C2,we want
C2,we
C6,goal
C7,check out
C6,will go
C7,thanks
C5,community
C2,team
C2,my name
C2,am here
C2,created
C10,great
C10,simple
C10,effective
C10,awesome
C10,impressive
C10,with ease
C10,premium
C10,simple
C6,next project
C7,send me
C10,how to
C7,your help
C2,am confident
C2,already
C6,will enable
C7,your help
C6,will fund
C6,you will
C6,you will
C8,rewards
C8,reward
C8,reward
C8,pledge
C8,campaign
C6,you will
C6,stick
C7,check out
C8,kickstarter
C6,will be
C6,wear it
C6,will beginn
C1,you never
C9,science
C5,mashable
C5,core
C5,citylab
C5,cool material
C10,lightweight
C10,unique
C2,we needed
C10,simple
C2,we began
C9,study
C10,ergonomic
C4,tests
C4,sketches
C2,we spent
C2,we incorporated
C4,prototypes
C2,were able
C10,how to
C4,test
C6,objective was
C10,naturally
C2,we spent
C2,patented
C3,patented
C9,studies
C10,easy
C2,we reimagined
C4,prototype
C9,coating process
C9,improves
C2,we incorporated
C4,prototypes
C4,prototype
C2,we started
C4,prototypes
C2,team
C2,we love
C2,own personal
C2,we are
C1,inhibiting
C2,we provide
C7,your
C2,team
C2,we are
C5,feedback
C7,share
C2,we ourselves
C1,always
C1,inconvinience
C3,patented
C10,simple
C2,we knew
C2,developed
C9,studied
C10,excellent
C10,amazing
C2,we convert
C7,help us
C5,community
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C10,feature
C3,patent
C4,prototype
C2,team
C2,team
C2,concept
C2,was born
C10,easy
C2,we carefully
C10,easier
C2,taken
C7,backing
C2,we
C6,we will
C6,will be
C6,we will
C6,will be
C6,we will
C6,will
C2,we
C5,feedback
C10,popular
C10,simple
C10,fast
C10,how to
C10,simple
C10,simply
C6,schedule
C2,our privious
C2,we would
C2,we
C2,we
C2,we are
C6,we will
C2,we can
C2,we are
C8,delivery
C8,shipping
C2,team
C2,are manufactured
C2,designing
C2,founder
C2,we wanted
C10,can
C10,how to
C10,high speed
C10,simpler
C2,we created
C10,fun
C2,we are
C10,how to
C10,fast
C10,fun
C2,learned
C2,kept
C10,easily
C8,backing
C6,we will
C8,rewards
C6,we will
C7,please share
C5,community
C7,thank you
C2,team
C10,comfortable
C10,efficient
C5,speaks
C10,efficiency
C10,simple
C2,created
C10,efficient
C5,news paper
C2,was created
C2,partnered
C2,science
C9,science
C10,efficiently
C1,envision
C1,envision
C10,naturally
C8,kickstarter
C6,funds
C9,scientific
C6,funds
C7,your help
C8,backer
C8,discount
C8,addons
C8,addons
C8,pledge
C8,pledge
C8,backed
C8,addons
C8,pledge
C8,pledge
C8,backer
C7,stretch goals
C8,pledge
C8,reward
C2,we
C8,kickstarter
C10,latest
C6,goals
C2,founder
C2,concept
C2,i saw
C4,tests
C2,we thought
C4,prototype
C4,prototypes
C2,i was
C2,i think
C2,i wanted
C10,freedom
C9,kinesiology
C4,test
C2,we thought
C3,patent
C10,nothing
C2,our mission
C10,smooth
C10,efficiently
C7,your
C2,we are
C7,your
C7,your
C7,thank you
C7,thank you
C9,facts
C1,everyday
C2,i am
C7,thank you
C10,simple
C8,deliver
C2,we started
C4,testing
C2,how did
C2,it began
C2,i
C2,i began
C5,feedback
C2,behind it
C2,we are
C2,we are
C2,we are
C2,we are
C2,of experience
C10,simple
C4,prototype
C1,every day
C1,every day
C2,i was
C1,everyday
C1,most people
C10,unique
C7,your
C7,thank you
C4,demonstrating
C8,ship
C7,thank you
C2,we are
C1,everyday
C1,anybody
C1,anybody
C2,i am
C1,imagine
C2,my name
C2,i
C2,i
C1,many people
C1,how would
C2,i am
C2,i
C2,my name
C2,we are
C2,i am
C2,i am
C2,i am
C2,behind it
C2,i was
C2,i think
C2,i
C2,i am
C10,comfortable
C2,i think
C1,everywhere
C8,campaign
C2,i was
C8,kickstarter
C8,kickstarter
C7,in
C1,most
C2,solve
C2,we give
C2,our job
C2,we are
C2,solve
C2,realized
C10,simple
C2,realized
C1,should not
C10,simple
C10,comes with
C10,simple
C1,most people
C2,we thought
C1,everywhere
C2,team
C2,was born
C1,struggle
C2,solve
C2,innovator
C2,idea behind
C7,join
C7,you in
C7,join us
C7,become part
C7,you in
C7,join us
C7,become part
C1,when you
C2,team
C2,i remember
C2,i knew
C2,i was
C2,we wanted
C1,when you
C2,idea behind
C1,should not
C2,we are
C2,your kids
C10,feautures
C1,want
C2,we are
C2,we can
C1,everyone
C2,we launched
C7,thank you
C2,expanding our
C2,we are
C7,thank you
C5,featured
C5,says
C5,says
C10,ultra
C10,comes with
C5,says
C2,background
C1,you
C2,developed
C2,we love
C1,everywhere
C2,created
C2,we love
C2,concept
C10,gorgeous
C1,always
C10,comes with
C2,we love
C1,everywhere
C1,never seen
C3,patented
C10,easier
C10,how to
C10,how to
C7,check out
C8,option
C8,rewards
C6,our goal
C7,check out
C7,thank you
C8,shipping
C10,comes with
C10,comes with
C8,pledge
C2,team
C2,team
C2,we are
C2,we are
C2,we created
C10,comes with
C2,our design
C5,reactions
C7,your
C7,you
C1,accessible
C3,patent
C4,testing
C2,we are
C7,your
C2,team
C8,backers
C7,support
C8,kickstarter
C6,learn
C5,featured
C8,shipping
C4,prototype
C10,simple
C10,simple
C10,easy to
C4,prototype
C10,simply
C4,prototype
C10,simply
C2,team
C4,prototype
C2,model
C10,simple
C2,we
C4,prototyping
C4,prototypes
C4,prototypes
C4,prototypes
C4,prototype
C4,tested
C2,we
C6,schedule
C5,community
C5,community
C5,feedback
C5,feedback
C4,prototype
C4,prototype
C4,prototype
C2,team
C2,team
C2,team
C2,team
C2,team
C2,proud
C10,high
C10,simple
C10,simple
C10,you can
C2,team
C5,community
C2,designing
C5,community
C4,prototype
C4,prototype
C2,team
C10,freedom
C2,founder
C2,realized
C5,featured
C5,community
C1,anyone
C1,anyone
C10,ultra
C2,we are
C2,teamed
C10,freedom
C2,realized
C4,sketch
C4,sketch
C2,identified
C2,was born
C2,are engineered
C2,founded
C8,pledge
C4,prototype
C2,creator
C2,inspired
C2,founder
C2,knowledge
C2,started
C2,his passion
C2,passion
C2,passion
C2,of experience
C2,founder
C2,solve
C2,i was
C2,was born
C2,team
C2,we are
C2,we are
C7,your help
C7,allow us
C6,goals
C6,goals
C2,team
C2,team
C2,team
C2,team
C2,team
C2,team
C2,team
C8,campaign
C2,i
C2,hello
C10,comes with
C5,feedback
C8,campaign
C8,campaign
C7,yours
C8,reward
C8,kickstarter
C7,thank you
C8,pledge
C8,campaign
C7,please pledge
C8,campaign
C8,backerclub
C8,shipping
C7,please pledge
C2,i
C8,campaign
C8,campaign
C1,you
C2,i wanted
C2,i then
C4,prototype
C2,i am
C8,relaunch
C2,we are
C8,campaign
C2,i believe
C8,reward
C6,goal
C6,goals
C7,thank you
C8,campaign
C8,discount
C2,we are
C2,we are
C2,figured out
C5,saying
C2,designing
C8,deliver
C8,kickstarter
C8,reward
C2,we are
C2,we are
C7,your
C5,review
C1,go check
C2,we wanted
C5,reviewed
C7,please
C2,we believe
C2,we promise
C7,watch a
C5,reviewed
C2,we are
C10,comes with
C8,kickstarter
C8,kickstarter
C8,reward
C7,please see
C8,back
C2,founder
C8,shipping
C7,your help
C7,look
C7,find out
C2,got started
C2,realized
C2,our years
C2,we started
C2,learned
C2,will keep
C2,we are
C7,help
C2,we are
C4,testing
C2,we are
C6,start
C2,when i
C2,partnered
C5,community
C2,we used
C6,goal
C7,believe us
C7,yourself
C10,simple
C4,retesting
C2,team
C2,we were
C2,we believe
C7,your
C7,thank you
C10,comparison
C8,rewards
C2,team
C2,i was
C2,i
C7,check in
C5,recommend
C5,i
C5,i
C5,i
C10,none of
C5,review
C2,i am
C2,i am
C2,i think
C2,i am
C7,thank you
